device_id,device_type,operating_system,browser_name,screen_resolution,device_language,first_seen_date,last_seen_date,device_risk_score,is_emulator,is_rooted,device_manufacturer,device_model,ip_address_last,geolocation_city,geolocation_province
DEV00019954,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2025-04-22,2025-09-07,52,False,False,Samsung,Galaxy A54,97.62.45.98,Soweto,Gauteng
DEV00019955,iPhone_Mobile,iOS 17,Chrome,1440x900,en-ZA,2024-09-19,2025-04-14,40,False,False,Apple,iPhone 12,223.93.245.159,Stellenbosch,Western Cape
DEV00019956,Android_Mobile,Android 12,Safari,1440x900,en-ZA,2023-11-22,2025-11-17,51,False,False,Samsung,Galaxy A54,47.200.136.52,Bloemfontein,Free State
DEV00019957,Android_Mobile,Android 13,Safari,1080x2400,en-ZA,2025-04-16,2025-06-15,78,False,False,Samsung,Galaxy S23,181.157.239.82,Gqeberha,Eastern Cape
DEV00019958,Android_Tablet,Android 14,Chrome,1920x1080,en-ZA,2024-10-24,2025-04-21,92,False,False,Samsung,Galaxy S22,34.176.120.150,Pretoria,Gauteng
DEV00019959,Windows_Laptop,Windows 10,Chrome,1440x900,af,2024-06-02,2025-11-06,28,False,False,Acer,Latitude,94.233.209.137,Bloemfontein,Free State
DEV00019960,Android_Tablet,Android 13,Safari,1440x900,en-ZA,2022-03-23,2022-03-23,96,False,False,Samsung,Galaxy S23,48.241.121.205,Durban,KwaZulu-Natal
DEV00019961,Android_Tablet,Android 13,Chrome,1170x2532,en-ZA,2024-11-06,2024-12-25,45,False,False,Samsung,Galaxy A54,144.81.236.73,Pretoria,Gauteng
DEV00019962,iPhone_Mobile,iOS 16,Chrome,1170x2532,en-ZA,2023-06-09,2024-03-23,7,False,False,Apple,iPhone 15,150.131.153.137,Johannesburg,Gauteng
DEV00019963,Android_Mobile,Android 12,Safari,1170x2532,en-ZA,2022-03-02,2022-10-08,80,False,False,Samsung,Galaxy S23,229.115.194.121,Soweto,Gauteng
DEV00019964,iPhone_Mobile,iOS 15,Chrome,1920x1080,en-ZA,2025-12-04,2025-12-23,77,False,False,Apple,iPhone 13,194.166.141.18,Ballito,KwaZulu-Natal
DEV00019965,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2023-01-06,2023-01-06,52,False,False,Samsung,Galaxy S22,149.214.105.246,Stellenbosch,Western Cape
DEV00019966,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2023-03-25,2024-04-10,29,False,True,Samsung,Galaxy A14,53.98.10.26,Tzaneen,Limpopo
DEV00019967,Android_Mobile,Android 12,Chrome,1170x2532,en-ZA,2022-01-25,2022-01-25,72,False,False,Samsung,Galaxy S23,128.71.248.59,Johannesburg,Gauteng
DEV00019968,iPad_Tablet,iOS 16,Chrome,1080x2400,en-ZA,2022-08-19,2022-08-19,1,False,False,Apple,iPad Mini,195.241.119.202,Gqeberha,Eastern Cape
DEV00019969,MacBook_Laptop,macOS Ventura,Chrome,1440x900,en-ZA,2022-08-06,2024-10-20,99,False,False,Apple,iMac,32.36.239.248,Paarl,Western Cape
DEV00019970,Android_Mobile,Android 14,Chrome,1366x768,en-ZA,2025-07-19,2025-12-29,5,False,False,Samsung,Galaxy A14,162.165.226.145,Durban,KwaZulu-Natal
DEV00019971,iPhone_Mobile,iOS 16,Safari,1920x1080,en-ZA,2022-03-27,2022-03-27,67,False,False,Apple,iPhone 14,1.35.252.222,Welkom,Free State
DEV00019972,Android_Mobile,Android 14,Chrome,1440x900,en,2023-05-02,2025-12-12,66,False,False,Samsung,Galaxy S23,37.97.89.210,Stellenbosch,Western Cape
DEV00019973,Android_Mobile,Android 12,Chrome,1440x900,other,2023-07-24,2023-07-24,46,False,False,Samsung,Galaxy A34,181.10.242.199,Witbank,Mpumalanga
DEV00019974,iPhone_Mobile,iOS 16,Chrome,1366x768,en-ZA,2022-10-19,2025-09-05,100,False,False,Apple,iPhone 15,235.169.56.84,Soweto,Gauteng
DEV00019975,Android_Mobile,Android 12,Safari,1920x1080,en-ZA,2023-02-28,2025-05-27,81,False,False,Samsung,Galaxy A14,21.176.41.129,Soweto,Gauteng
DEV00019976,Android_Mobile,Android 12,Safari,1440x900,en-ZA,2022-09-20,2022-09-20,44,False,False,Samsung,Galaxy S22,243.138.31.56,Pietermaritzburg,KwaZulu-Natal
DEV00019977,Android_Mobile,Android 13,Safari,1366x768,en-ZA,2025-11-25,2025-12-29,99,False,False,Samsung,Galaxy A14,241.149.98.81,East London,Eastern Cape
DEV00019978,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2024-09-14,2025-09-29,16,False,False,Samsung,Galaxy S22,191.95.80.5,Soweto,Gauteng
DEV00019979,Android_Mobile,Android 14,Chrome,1366x768,en-ZA,2022-02-17,2024-12-13,96,False,False,Samsung,Galaxy A34,127.162.89.154,Johannesburg,Gauteng
DEV00019980,Android_Mobile,Android 14,Safari,1170x2532,en-ZA,2022-05-23,2022-11-26,71,False,False,Samsung,Galaxy A54,45.77.119.39,Pretoria,Gauteng
DEV00019981,iPhone_Mobile,iOS 16,Safari,1170x2532,en-ZA,2025-12-18,2025-12-18,67,False,False,Apple,iPhone 13,45.236.77.30,Tzaneen,Limpopo
DEV00019982,iPad_Tablet,iOS 16,Chrome,1366x768,en-ZA,2024-08-19,2025-05-22,91,False,False,Apple,iPad Air,116.236.87.112,East London,Eastern Cape
DEV00019983,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2023-04-06,2024-01-26,65,False,False,Samsung,Galaxy A34,220.114.120.213,Pietermaritzburg,KwaZulu-Natal
DEV00019984,Android_Mobile,Android 13,Safari,1440x900,en-ZA,2022-01-17,2023-05-30,7,False,False,Samsung,Galaxy A14,163.240.83.43,Johannesburg,Gauteng
DEV00019985,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2023-09-09,2025-05-30,39,False,False,Samsung,Galaxy S23,12.222.244.245,Johannesburg,Gauteng
DEV00019986,Android_Mobile,Android 12,Safari,1366x768,en-ZA,2024-12-28,2025-09-27,47,False,False,Samsung,Galaxy A54,225.161.1.131,Soweto,Gauteng
DEV00019987,iPhone_Mobile,iOS 15,Safari,1080x2400,xh,2022-09-20,2023-09-29,62,False,False,Apple,iPhone 15,188.105.2.225,East London,Eastern Cape
DEV00019988,Android_Mobile,Android 13,Safari,1366x768,en-ZA,2025-09-07,2025-09-07,89,False,False,Samsung,Galaxy A14,82.107.207.120,Polokwane,Limpopo
DEV00019989,iPhone_Mobile,iOS 16,Firefox,1170x2532,en-ZA,2023-08-22,2023-12-01,26,False,False,Apple,iPhone 12,14.125.154.156,Witbank,Mpumalanga
DEV00019990,Android_Mobile,Android 14,Firefox,1170x2532,xh,2024-03-24,2025-04-10,7,False,False,Samsung,Galaxy A34,37.104.73.143,Soweto,Gauteng
DEV00019991,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2022-09-14,2022-09-14,38,False,False,Samsung,Galaxy A14,127.181.101.146,Polokwane,Limpopo
DEV00019992,iPhone_Mobile,iOS 16,Safari,1366x768,en-ZA,2022-03-03,2022-05-16,94,False,False,Apple,iPhone 15,79.251.7.6,Durban,KwaZulu-Natal
DEV00019993,Android_Mobile,Android 14,Safari,1366x768,en-ZA,2023-03-30,2023-10-21,43,False,False,Samsung,Galaxy A54,104.86.227.40,Rustenburg,North West
DEV00019994,Android_Mobile,Android 12,Safari,1920x1080,en-ZA,2024-11-01,2024-12-12,92,False,False,Samsung,Galaxy S22,52.125.39.245,Pietermaritzburg,KwaZulu-Natal
DEV00019995,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2022-01-22,2022-01-22,90,False,False,Samsung,Galaxy S23,81.238.128.93,Paarl,Western Cape
DEV00019996,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2024-04-11,2024-10-24,89,False,False,Samsung,Galaxy A34,169.114.77.100,Ballito,KwaZulu-Natal
DEV00019997,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2022-08-28,2022-08-28,26,False,False,Samsung,Galaxy A34,108.204.182.161,Ballito,KwaZulu-Natal
DEV00019998,Android_Mobile,Android 13,Safari,1080x2400,en-ZA,2025-11-18,2025-12-26,31,False,False,Samsung,Galaxy A14,45.51.33.65,Polokwane,Limpopo
DEV00019999,iPhone_Mobile,iOS 15,Chrome,1366x768,en,2025-07-27,2025-07-27,98,False,False,Apple,iPhone 13,192.247.80.97,Stellenbosch,Western Cape
DEV00020000,iPhone_Mobile,iOS 17,Firefox,1440x900,en,2023-08-13,2024-06-30,98,False,False,Apple,iPhone 12,92.227.240.252,Durban,KwaZulu-Natal
DEV00020001,iPhone_Mobile,iOS 17,Chrome,1080x2400,en-ZA,2025-07-12,2025-07-12,69,False,False,Apple,iPhone 13,58.125.6.159,Ballito,KwaZulu-Natal
DEV00020002,Android_Mobile,Android 13,Safari,1366x768,en-ZA,2022-05-17,2023-03-15,8,False,False,Samsung,Galaxy A14,43.6.184.32,Johannesburg,Gauteng
DEV00020003,iPhone_Mobile,iOS 16,Chrome,1440x900,en-ZA,2022-11-07,2022-11-07,58,False,False,Apple,iPhone 12,205.219.100.199,Soweto,Gauteng
DEV00020004,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2022-02-03,2024-05-02,88,False,False,Samsung,Galaxy S22,154.118.195.208,Pietermaritzburg,KwaZulu-Natal
DEV00020005,iPhone_Mobile,iOS 15,Chrome,1440x900,en-ZA,2024-07-09,2024-08-14,17,False,False,Apple,iPhone 14,125.122.33.138,Pretoria,Gauteng
DEV00020006,Android_Mobile,Android 12,Safari,1440x900,en-ZA,2023-01-22,2025-09-13,69,False,False,Samsung,Galaxy A54,59.58.227.23,Durban,KwaZulu-Natal
DEV00020007,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2025-12-21,2025-12-26,83,False,False,Samsung,Galaxy A14,198.235.254.137,Soweto,Gauteng
DEV00020008,Android_Mobile,Android 13,Firefox,1170x2532,en,2024-07-02,2025-01-14,46,False,False,Samsung,Galaxy S22,30.159.115.81,Ballito,KwaZulu-Natal
DEV00020009,Windows_Desktop,Windows 11,Chrome,1440x900,en-ZA,2025-09-13,2025-10-25,7,False,False,HP,Latitude,45.231.205.18,Johannesburg,Gauteng
DEV00020010,iPhone_Mobile,iOS 17,Chrome,1366x768,xh,2025-09-07,2025-11-25,6,False,False,Apple,iPhone 12,206.41.209.44,Johannesburg,Gauteng
DEV00020011,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2022-05-31,2023-04-10,50,False,False,Samsung,Galaxy S23,14.122.108.50,Soweto,Gauteng
DEV00020012,Windows_Laptop,Windows 11,Chrome,1440x900,en-ZA,2023-05-30,2024-11-14,92,True,False,Acer,Aspire,158.255.7.90,Ballito,KwaZulu-Natal
DEV00020013,Windows_Laptop,Windows 11,Chrome,1440x900,en-ZA,2024-03-25,2025-03-19,14,False,False,Acer,Aspire,100.184.176.170,Johannesburg,Gauteng
DEV00020014,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2024-08-25,2025-09-21,79,False,False,Samsung,Galaxy S22,169.152.228.97,East London,Eastern Cape
DEV00020015,Android_Mobile,Android 14,Chrome,1920x1080,en,2022-06-23,2023-11-01,80,False,False,Samsung,Galaxy A14,127.115.96.236,East London,Eastern Cape
DEV00020016,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2022-03-27,2024-03-30,51,False,False,Samsung,Galaxy S23,134.15.84.179,Soweto,Gauteng
DEV00020017,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2024-07-20,2024-07-24,81,False,False,Samsung,Galaxy A14,220.108.226.104,Rustenburg,North West
DEV00020018,Android_Mobile,Android 12,Chrome,1366x768,en,2024-10-03,2025-05-18,56,False,False,Samsung,Galaxy A34,208.123.127.216,Tzaneen,Limpopo
DEV00020019,iPhone_Mobile,iOS 17,Chrome,1080x2400,en-ZA,2023-03-24,2023-08-06,6,False,False,Apple,iPhone 15,238.241.213.23,Rustenburg,North West
DEV00020020,iPad_Tablet,iOS 15,Chrome,1920x1080,other,2024-06-13,2025-01-18,94,False,False,Apple,iPad Pro,254.162.102.79,Soweto,Gauteng
DEV00020021,Android_Mobile,Android 13,Safari,1170x2532,en-ZA,2022-02-12,2023-05-02,22,False,False,Samsung,Galaxy A34,139.83.105.221,East London,Eastern Cape
DEV00020022,Android_Mobile,Android 14,Chrome,1366x768,en-ZA,2024-01-16,2024-04-21,4,False,False,Samsung,Galaxy A34,40.81.174.27,Polokwane,Limpopo
DEV00020023,Android_Mobile,Android 12,Safari,1366x768,en-ZA,2025-08-21,2025-08-21,45,False,False,Samsung,Galaxy A54,218.6.155.129,Welkom,Free State
DEV00020024,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2024-06-24,2024-07-10,92,False,False,Samsung,Galaxy A34,205.138.232.18,Johannesburg,Gauteng
DEV00020025,Android_Tablet,Android 12,Safari,1366x768,en-ZA,2023-02-15,2023-02-15,83,False,False,Samsung,Galaxy S22,86.6.248.137,Pretoria,Gauteng
DEV00020026,Android_Tablet,Android 12,Safari,1170x2532,en-ZA,2024-10-07,2025-04-14,34,False,False,Samsung,Galaxy A14,76.174.7.14,Paarl,Western Cape
DEV00020027,Android_Mobile,Android 14,Chrome,1366x768,en-ZA,2022-08-16,2024-09-01,9,False,False,Samsung,Galaxy A14,222.45.37.48,Gqeberha,Eastern Cape
DEV00020028,iPhone_Mobile,iOS 17,Chrome,1080x2400,en,2022-09-30,2025-12-28,92,True,False,Apple,iPhone 12,141.3.23.115,Gqeberha,Eastern Cape
DEV00020029,iPhone_Mobile,iOS 17,Safari,1920x1080,en-ZA,2022-07-11,2022-07-11,2,False,False,Apple,iPhone 15,105.75.101.76,Gqeberha,Eastern Cape
DEV00020030,Windows_Laptop,Windows 11,Firefox,1366x768,xh,2022-03-10,2022-03-10,5,False,False,Lenovo,Aspire,167.41.233.220,Stellenbosch,Western Cape
DEV00020031,Android_Mobile,Android 12,Firefox,1080x2400,en-ZA,2022-07-08,2022-07-08,30,False,False,Samsung,Galaxy S23,138.249.166.184,Cape Town,Western Cape
DEV00020032,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2024-10-22,2025-09-25,6,False,False,Samsung,Galaxy S23,188.119.136.82,Soweto,Gauteng
DEV00020033,iPhone_Mobile,iOS 16,Chrome,1366x768,en-ZA,2022-11-30,2023-05-17,73,False,False,Apple,iPhone 15,60.19.184.22,Paarl,Western Cape
DEV00020034,iPad_Tablet,iOS 15,Chrome,1440x900,en-ZA,2022-07-12,2024-05-07,40,False,False,Apple,iPad Air,102.23.39.167,Soweto,Gauteng
DEV00020035,iPhone_Mobile,iOS 15,Chrome,1366x768,en-ZA,2022-03-26,2023-08-05,8,False,False,Apple,iPhone 13,110.187.253.71,Soweto,Gauteng
DEV00020036,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2024-05-08,2025-07-14,60,False,False,Samsung,Galaxy A14,168.1.1.80,Pietermaritzburg,KwaZulu-Natal
DEV00020037,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2025-12-18,2025-12-29,84,False,False,Samsung,Galaxy A54,150.30.151.22,Witbank,Mpumalanga
DEV00020038,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2022-08-25,2024-07-05,71,False,False,Samsung,Galaxy S22,53.4.241.97,Polokwane,Limpopo
DEV00020039,iPhone_Mobile,iOS 17,Safari,1080x2400,en,2025-02-14,2025-02-14,1,False,False,Apple,iPhone 15,73.107.221.83,East London,Eastern Cape
DEV00020040,Android_Mobile,Android 12,Safari,1080x2400,en-ZA,2024-07-31,2025-01-18,82,False,False,Samsung,Galaxy A14,122.87.151.225,Soweto,Gauteng
DEV00020041,Android_Mobile,Android 14,Edge,1170x2532,en-ZA,2024-01-01,2024-12-29,35,False,False,Samsung,Galaxy A34,242.174.92.134,Pretoria,Gauteng
DEV00020042,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2023-03-31,2025-03-05,86,False,False,Samsung,Galaxy A34,29.26.76.175,East London,Eastern Cape
DEV00020043,Android_Mobile,Android 14,Safari,1366x768,en-ZA,2025-02-18,2025-04-12,75,False,False,Samsung,Galaxy S23,122.40.161.181,Johannesburg,Gauteng
DEV00020044,Android_Mobile,Android 14,Safari,1080x2400,zu,2023-02-21,2023-02-21,84,False,False,Samsung,Galaxy A34,85.121.226.45,Johannesburg,Gauteng
DEV00020045,iPhone_Mobile,iOS 16,Chrome,1080x2400,zu,2022-11-01,2024-12-08,82,False,False,Apple,iPhone 12,21.98.19.213,Tzaneen,Limpopo
DEV00020046,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2022-02-02,2023-02-07,20,False,False,Samsung,Galaxy S22,43.5.174.222,Ballito,KwaZulu-Natal
DEV00020047,Android_Mobile,Android 12,Chrome,1366x768,en,2024-11-27,2025-08-20,53,False,False,Samsung,Galaxy A34,118.253.38.58,Durban,KwaZulu-Natal
DEV00020048,Android_Mobile,Android 14,Firefox,1080x2400,en-ZA,2022-06-29,2025-10-09,4,False,False,Samsung,Galaxy S22,255.129.109.62,Pietermaritzburg,KwaZulu-Natal
DEV00020049,Android_Mobile,Android 14,Chrome,1366x768,en-ZA,2025-06-26,2025-06-26,78,False,False,Samsung,Galaxy A54,172.128.51.250,Tzaneen,Limpopo
DEV00020050,Windows_Laptop,Windows 10,Edge,1366x768,en-ZA,2024-02-22,2025-10-15,95,False,False,HP,Inspiron,140.229.16.1,Johannesburg,Gauteng
DEV00020051,iPhone_Mobile,iOS 15,Firefox,1080x2400,en-ZA,2025-08-10,2025-10-21,59,False,False,Apple,iPhone 13,11.75.88.247,Ballito,KwaZulu-Natal
DEV00020052,iPhone_Mobile,iOS 16,Safari,1920x1080,en-ZA,2022-01-24,2023-10-08,39,False,False,Apple,iPhone 15,235.126.175.149,Soweto,Gauteng
DEV00020053,Android_Mobile,Android 13,Firefox,1440x900,en-ZA,2024-07-07,2024-08-15,72,False,False,Samsung,Galaxy A14,144.76.158.220,Cape Town,Western Cape
DEV00020054,Android_Mobile,Android 12,Chrome,1440x900,en,2024-10-10,2024-12-21,83,False,False,Samsung,Galaxy A14,109.201.149.177,Soweto,Gauteng
DEV00020055,iPhone_Mobile,iOS 15,Safari,1366x768,en-ZA,2022-12-19,2023-06-28,57,False,False,Apple,iPhone 12,6.194.229.170,Pretoria,Gauteng
DEV00020056,iPhone_Mobile,iOS 15,Firefox,1170x2532,en-ZA,2022-09-12,2024-05-27,49,False,False,Apple,iPhone 13,7.118.115.111,East London,Eastern Cape
DEV00020057,Android_Mobile,Android 12,Safari,1080x2400,en-ZA,2024-07-30,2025-10-01,75,False,False,Samsung,Galaxy S23,79.154.198.146,Kimberley,Northern Cape
DEV00020058,Android_Mobile,Android 14,Chrome,1440x900,en-ZA,2022-06-10,2023-12-12,65,False,False,Samsung,Galaxy A54,81.18.80.157,Witbank,Mpumalanga
DEV00020059,iPad_Tablet,iOS 16,Chrome,1170x2532,en-ZA,2025-12-31,2025-12-31,55,False,False,Apple,iPad Pro,55.29.54.245,Soweto,Gauteng
DEV00020060,Windows_Laptop,Windows 10,Chrome,1440x900,en-ZA,2025-01-17,2025-03-08,12,False,False,Dell,Aspire,190.33.60.185,Kimberley,Northern Cape
DEV00020061,Windows_Laptop,Windows 11,Chrome,1080x2400,en-ZA,2024-08-17,2024-08-17,52,False,False,Lenovo,Aspire,194.246.121.123,Cape Town,Western Cape
DEV00020062,iPhone_Mobile,iOS 16,Edge,1170x2532,en-ZA,2023-04-10,2025-10-14,10,False,False,Apple,iPhone 12,87.134.10.135,Welkom,Free State
DEV00020063,iPhone_Mobile,iOS 16,Chrome,1170x2532,en-ZA,2022-07-17,2024-12-30,44,False,False,Apple,iPhone 15,74.66.111.186,Soweto,Gauteng
DEV00020064,iPhone_Mobile,iOS 17,Chrome,1366x768,en-ZA,2022-05-17,2025-10-10,83,False,False,Apple,iPhone 12,130.27.3.78,Tzaneen,Limpopo
DEV00020065,iPhone_Mobile,iOS 17,Chrome,1366x768,other,2022-05-21,2022-05-21,94,False,False,Apple,iPhone 12,129.140.180.245,Mahikeng,North West
DEV00020066,iPhone_Mobile,iOS 16,Safari,1366x768,en,2024-08-30,2025-06-13,98,False,False,Apple,iPhone 12,127.23.185.189,Durban,KwaZulu-Natal
DEV00020067,Android_Mobile,Android 12,Chrome,1920x1080,en-ZA,2024-09-18,2024-12-17,76,False,False,Samsung,Galaxy S22,98.91.110.186,Bloemfontein,Free State
DEV00020068,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2024-09-21,2025-03-02,95,False,False,Samsung,Galaxy S23,169.54.192.155,Soweto,Gauteng
DEV00020069,Android_Mobile,Android 14,Edge,1080x2400,en-ZA,2025-02-07,2025-06-21,60,False,False,Samsung,Galaxy A54,159.245.103.14,Soweto,Gauteng
DEV00020070,iPhone_Mobile,iOS 17,Chrome,1920x1080,en-ZA,2025-09-20,2025-11-13,77,False,False,Apple,iPhone 12,41.5.212.78,Johannesburg,Gauteng
DEV00020071,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2022-05-16,2022-05-27,27,False,False,Samsung,Galaxy A14,187.99.255.19,Tzaneen,Limpopo
DEV00020072,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2022-01-06,2024-05-01,15,False,False,Samsung,Galaxy A34,15.89.155.133,Bloemfontein,Free State
DEV00020073,iPhone_Mobile,iOS 16,Chrome,1170x2532,en-ZA,2023-04-10,2023-10-16,47,False,False,Apple,iPhone 14,220.8.120.148,Cape Town,Western Cape
DEV00020074,Android_Mobile,Android 13,Chrome,1080x2400,en-ZA,2023-05-08,2024-12-03,31,False,False,Samsung,Galaxy S22,167.91.151.132,Johannesburg,Gauteng
DEV00020075,Windows_Laptop,Windows 11,Chrome,1440x900,en-ZA,2025-09-05,2025-10-25,39,False,False,Dell,ThinkPad,6.194.121.203,Polokwane,Limpopo
DEV00020076,iPad_Tablet,iOS 16,Chrome,1366x768,af,2025-03-24,2025-06-06,2,False,False,Apple,iPad Mini,208.243.109.163,Johannesburg,Gauteng
DEV00020077,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2023-11-11,2025-06-21,41,False,False,Samsung,Galaxy A14,166.18.198.24,Johannesburg,Gauteng
DEV00020078,iPad_Tablet,iOS 16,Chrome,1920x1080,en-ZA,2024-12-03,2025-06-18,29,False,False,Apple,iPad Mini,31.167.250.4,Gqeberha,Eastern Cape
DEV00020079,iPhone_Mobile,iOS 15,Chrome,1080x2400,en-ZA,2024-05-13,2025-07-06,88,False,False,Apple,iPhone 14,161.118.57.93,Polokwane,Limpopo
DEV00020080,iPhone_Mobile,iOS 16,Safari,1080x2400,en-ZA,2022-03-27,2023-08-01,31,False,False,Apple,iPhone 14,181.201.161.112,Stellenbosch,Western Cape
DEV00020081,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2024-02-01,2024-11-29,58,False,False,Samsung,Galaxy A54,30.165.188.127,East London,Eastern Cape
DEV00020082,iPhone_Mobile,iOS 15,Firefox,1170x2532,en-ZA,2025-03-31,2025-09-19,28,False,False,Apple,iPhone 12,70.252.235.166,Cape Town,Western Cape
DEV00020083,Android_Mobile,Android 12,Safari,1080x2400,en-ZA,2024-07-15,2024-07-15,71,False,False,Samsung,Galaxy S23,145.248.79.229,Paarl,Western Cape
DEV00020084,Android_Mobile,Android 12,Chrome,1170x2532,en,2024-03-17,2024-03-17,20,False,False,Samsung,Galaxy S23,132.133.203.214,Polokwane,Limpopo
DEV00020085,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2023-06-22,2023-06-22,4,False,False,Samsung,Galaxy A34,219.72.42.124,Pretoria,Gauteng
DEV00020086,Android_Tablet,Android 13,Chrome,1366x768,en-ZA,2022-12-18,2025-02-17,82,False,False,Samsung,Galaxy S23,183.205.144.145,Gqeberha,Eastern Cape
DEV00020087,Android_Mobile,Android 13,Safari,1170x2532,en-ZA,2022-11-03,2025-07-28,100,False,False,Samsung,Galaxy A54,54.162.196.178,Cape Town,Western Cape
DEV00020088,Android_Mobile,Android 13,Chrome,1366x768,en-ZA,2025-02-19,2025-03-25,27,False,False,Samsung,Galaxy A14,204.34.178.6,Mahikeng,North West
DEV00020089,Android_Mobile,Android 14,Chrome,1366x768,en-ZA,2022-08-17,2025-09-24,73,False,False,Samsung,Galaxy A14,101.59.69.29,Paarl,Western Cape
DEV00020090,Windows_Laptop,Windows 10,Safari,1170x2532,en-ZA,2023-01-27,2023-01-27,40,False,False,Acer,Aspire,63.83.233.234,Nelspruit,Mpumalanga
DEV00020091,Android_Tablet,Android 13,Chrome,1920x1080,en,2025-10-19,2025-12-09,21,False,True,Samsung,Galaxy A34,254.255.147.95,Soweto,Gauteng
DEV00020092,iPhone_Mobile,iOS 16,Safari,1080x2400,en-ZA,2025-02-14,2025-02-14,37,False,False,Apple,iPhone 15,178.206.205.150,Soweto,Gauteng
DEV00020093,Android_Mobile,Android 12,Chrome,1080x2400,en-ZA,2022-04-14,2022-04-14,69,False,False,Samsung,Galaxy A34,113.223.244.22,Ballito,KwaZulu-Natal
DEV00020094,iPhone_Mobile,iOS 16,Safari,1440x900,en-ZA,2023-03-28,2025-04-17,40,False,False,Apple,iPhone 15,122.158.118.109,Welkom,Free State
DEV00020095,iPad_Tablet,iOS 15,Chrome,1080x2400,en-ZA,2025-06-17,2025-06-17,13,False,False,Apple,iPad Air,152.124.116.86,Paarl,Western Cape
DEV00020096,Android_Mobile,Android 12,Safari,1080x2400,en-ZA,2023-04-23,2025-01-05,70,False,False,Samsung,Galaxy A34,44.132.30.93,Soweto,Gauteng
DEV00020097,Android_Mobile,Android 13,Chrome,1440x900,en-ZA,2024-02-06,2024-12-10,31,True,False,Samsung,Galaxy S23,71.75.114.1,Bloemfontein,Free State
DEV00020098,Android_Mobile,Android 14,Firefox,1440x900,en-ZA,2024-05-23,2025-08-21,77,False,False,Samsung,Galaxy A54,56.76.121.65,Johannesburg,Gauteng
DEV00020099,Android_Mobile,Android 13,Edge,1080x2400,zu,2023-04-15,2023-04-15,42,False,False,Samsung,Galaxy A54,9.47.72.150,Paarl,Western Cape
DEV00020100,Windows_Laptop,Windows 11,Chrome,1170x2532,af,2022-10-22,2023-05-07,37,False,False,Dell,Aspire,207.138.52.230,Paarl,Western Cape
DEV00020101,Android_Tablet,Android 13,Chrome,1920x1080,en-ZA,2025-12-07,2025-12-07,3,False,False,Samsung,Galaxy A14,47.119.40.189,Ballito,KwaZulu-Natal
DEV00020102,Android_Mobile,Android 13,Chrome,1170x2532,en-ZA,2023-03-11,2023-03-11,9,False,False,Samsung,Galaxy A54,106.144.230.207,Pretoria,Gauteng
DEV00020103,iPad_Tablet,iOS 15,Chrome,1366x768,af,2025-03-01,2025-07-29,22,False,False,Apple,iPad Pro,129.10.206.49,Johannesburg,Gauteng
DEV00020104,Android_Mobile,Android 14,Chrome,1080x2400,en-ZA,2025-07-25,2025-07-25,50,False,False,Samsung,Galaxy S22,131.137.241.132,Rustenburg,North West
DEV00020105,Android_Mobile,Android 12,Chrome,1366x768,en-ZA,2024-01-12,2024-01-12,35,False,False,Samsung,Galaxy A34,123.78.208.239,Johannesburg,Gauteng
DEV00020106,Android_Mobile,Android 14,Safari,1920x1080,en,2022-09-13,2024-12-31,84,False,False,Samsung,Galaxy S23,65.108.127.251,Johannesburg,Gauteng
DEV00020107,iPhone_Mobile,iOS 15,Chrome,1080x2400,en,2023-07-21,2024-07-03,57,True,False,Apple,iPhone 13,48.189.230.44,Bloemfontein,Free State
DEV00020108,Android_Mobile,Android 14,Chrome,1170x2532,en-ZA,2022-12-05,2023-01-30,94,False,False,Samsung,Galaxy A54,159.227.125.69,Cape Town,Western Cape
