link_id,customer_id,device_id,association_date,last_access_date,access_count,is_primary_device,link_type
LINK00030621,CUST00020419,DEV00022473,2023-07-14,2025-12-31,20,False,SECONDARY
LINK00030622,CUST00005527,DEV00022606,2025-09-15,2025-12-31,30,False,SECONDARY
LINK00030623,CUST00018367,DEV00005021,2024-08-12,2025-12-31,97,False,SECONDARY
LINK00030624,CUST00021052,DEV00026880,2025-07-05,2025-12-31,38,False,SECONDARY
LINK00030625,CUST00003917,DEV00012344,2024-07-01,2025-12-31,68,False,SECONDARY
LINK00030626,CUST00027835,DEV00011890,2023-07-01,2025-12-31,55,False,SECONDARY
LINK00030627,CUST00026827,DEV00019238,2025-02-01,2025-12-31,69,False,SECONDARY
LINK00030628,CUST00013958,DEV00006991,2024-12-12,2025-12-31,76,False,SECONDARY
LINK00030629,CUST00024399,DEV00012006,2025-01-14,2025-12-31,97,False,SECONDARY
LINK00030630,CUST00008775,DEV00027371,2025-05-31,2025-12-31,33,False,SECONDARY
LINK00030631,CUST00007858,DEV00007389,2025-07-28,2025-12-31,45,False,SECONDARY
LINK00030632,CUST00005472,DEV00013801,2024-02-07,2025-12-31,81,False,SECONDARY
LINK00030633,CUST00008496,DEV00023113,2025-01-28,2025-12-31,40,False,SECONDARY
LINK00030634,CUST00011490,DEV00021355,2025-11-29,2025-12-31,38,False,SECONDARY
LINK00030635,CUST00026015,DEV00012773,2025-10-05,2025-12-31,40,False,SECONDARY
LINK00030636,CUST00006765,DEV00005189,2024-01-13,2025-12-31,83,False,SECONDARY
LINK00030637,CUST00004539,DEV00013672,2024-08-27,2025-12-31,10,False,SECONDARY
LINK00030638,CUST00018702,DEV00022068,2024-09-27,2025-12-31,24,False,SECONDARY
LINK00030639,CUST00014155,DEV00008444,2025-12-22,2025-12-31,52,False,SECONDARY
LINK00030640,CUST00003674,DEV00002216,2023-11-28,2025-12-31,21,False,SECONDARY
LINK00030641,CUST00012949,DEV00022227,2025-12-01,2025-12-31,50,False,SECONDARY
LINK00030642,CUST00000235,DEV00012764,2024-07-18,2025-12-31,78,False,SECONDARY
LINK00030643,CUST00006276,DEV00017256,2025-06-06,2025-12-31,22,False,SECONDARY
LINK00030644,CUST00014156,DEV00002831,2025-11-20,2025-12-31,12,False,SECONDARY
LINK00030645,CUST00003854,DEV00023732,2023-01-21,2025-12-31,22,False,SECONDARY
LINK00030646,CUST00007004,DEV00002765,2025-08-05,2025-12-31,55,False,SECONDARY
LINK00030647,CUST00010599,DEV00008707,2025-12-02,2025-12-31,66,False,SECONDARY
LINK00030648,CUST00001344,DEV00008780,2025-08-30,2025-12-31,69,False,SECONDARY
LINK00030649,CUST00013725,DEV00002057,2025-06-29,2025-12-31,35,False,SECONDARY
LINK00030650,CUST00013064,DEV00020316,2025-07-20,2025-12-31,94,False,SECONDARY
LINK00030651,CUST00019643,DEV00025579,2025-11-15,2025-12-31,5,False,SECONDARY
LINK00030652,CUST00011434,DEV00019724,2024-01-20,2025-12-31,48,False,SECONDARY
LINK00030653,CUST00017035,DEV00022836,2025-11-10,2025-12-31,28,False,SECONDARY
LINK00030654,CUST00014817,DEV00002799,2023-08-12,2025-12-31,36,False,SECONDARY
LINK00030655,CUST00026935,DEV00016064,2025-12-18,2025-12-31,63,False,SECONDARY
LINK00030656,CUST00017254,DEV00007422,2025-02-16,2025-12-31,38,False,SECONDARY
LINK00030657,CUST00024459,DEV00008255,2025-11-29,2025-12-31,91,False,SECONDARY
LINK00030658,CUST00017921,DEV00007234,2025-12-24,2025-12-31,23,False,SECONDARY
LINK00030659,CUST00017636,DEV00002386,2025-08-01,2025-12-31,99,False,SECONDARY
LINK00030660,CUST00015920,DEV00005216,2023-12-23,2025-12-31,28,False,SECONDARY
LINK00030661,CUST00010734,DEV00015919,2025-03-28,2025-12-31,58,False,SECONDARY
LINK00030662,CUST00025869,DEV00012882,2025-07-28,2025-12-31,81,False,SECONDARY
LINK00030663,CUST00001794,DEV00016169,2023-12-04,2025-12-31,22,False,SECONDARY
LINK00030664,CUST00008703,DEV00022066,2024-12-16,2025-12-31,50,False,SECONDARY
LINK00030665,CUST00021243,DEV00010660,2023-11-12,2025-12-31,87,False,SECONDARY
LINK00030666,CUST00016967,DEV00027741,2025-04-03,2025-12-31,86,False,SECONDARY
LINK00030667,CUST00000344,DEV00013203,2025-12-12,2025-12-31,7,False,SECONDARY
LINK00030668,CUST00008352,DEV00008061,2025-04-04,2025-12-31,65,False,SECONDARY
LINK00030669,CUST00009917,DEV00014803,2025-07-18,2025-12-31,9,False,SECONDARY
LINK00030670,CUST00004466,DEV00008366,2024-07-27,2025-12-31,99,False,SECONDARY
LINK00030671,CUST00005457,DEV00007188,2025-09-24,2025-12-31,78,False,SECONDARY
LINK00030672,CUST00006701,DEV00024136,2025-09-26,2025-12-31,7,False,SECONDARY
LINK00030673,CUST00016820,DEV00018555,2025-09-28,2025-12-31,35,False,SECONDARY
LINK00030674,CUST00006801,DEV00007710,2025-09-19,2025-12-31,15,False,SECONDARY
LINK00030675,CUST00024587,DEV00021332,2025-09-16,2025-12-31,59,False,SECONDARY
LINK00030676,CUST00000819,DEV00015061,2025-03-11,2025-12-31,91,False,SECONDARY
LINK00030677,CUST00006274,DEV00024395,2025-05-09,2025-12-31,61,False,SECONDARY
LINK00030678,CUST00005204,DEV00022161,2025-06-09,2025-12-31,45,False,SECONDARY
LINK00030679,CUST00028690,DEV00007773,2025-12-22,2025-12-31,25,False,SECONDARY
LINK00030680,CUST00007909,DEV00008614,2025-07-11,2025-12-31,76,False,SECONDARY
LINK00030681,CUST00015887,DEV00005737,2025-10-31,2025-12-31,64,False,SECONDARY
LINK00030682,CUST00000252,DEV00005742,2025-12-25,2025-12-31,68,False,SECONDARY
LINK00030683,CUST00015450,DEV00021652,2025-08-09,2025-12-31,99,False,SECONDARY
LINK00030684,CUST00026405,DEV00008486,2024-07-29,2025-12-31,69,False,SECONDARY
LINK00030685,CUST00005755,DEV00013784,2025-09-02,2025-12-31,16,False,SECONDARY
LINK00030686,CUST00011738,DEV00002986,2024-10-23,2025-12-31,87,False,SECONDARY
LINK00030687,CUST00011558,DEV00021740,2025-07-04,2025-12-31,6,False,SECONDARY
LINK00030688,CUST00002266,DEV00010409,2025-02-28,2025-12-31,40,False,SECONDARY
LINK00030689,CUST00002240,DEV00006743,2023-02-13,2025-12-31,34,False,SECONDARY
LINK00030690,CUST00014088,DEV00027437,2024-01-02,2025-12-31,82,False,SECONDARY
LINK00030691,CUST00004878,DEV00006323,2025-11-01,2025-12-31,30,False,SECONDARY
LINK00030692,CUST00021721,DEV00013364,2024-05-06,2025-12-31,93,False,SECONDARY
LINK00030693,CUST00009733,DEV00008603,2025-11-08,2025-12-31,67,False,SECONDARY
LINK00030694,CUST00023290,DEV00018653,2025-11-06,2025-12-31,22,False,SECONDARY
LINK00030695,CUST00021397,DEV00003743,2025-05-02,2025-12-31,76,False,SECONDARY
LINK00030696,CUST00014608,DEV00027604,2025-12-16,2025-12-31,72,False,SECONDARY
LINK00030697,CUST00008199,DEV00018412,2025-06-10,2025-12-31,19,False,SECONDARY
LINK00030698,CUST00012384,DEV00015535,2025-10-14,2025-12-31,86,False,SECONDARY
LINK00030699,CUST00012622,DEV00020200,2024-10-03,2025-12-31,92,False,SECONDARY
LINK00030700,CUST00010085,DEV00026236,2024-06-26,2025-12-31,84,False,SECONDARY
LINK00030701,CUST00022289,DEV00000649,2025-10-26,2025-12-31,56,False,SECONDARY
LINK00030702,CUST00018018,DEV00012248,2025-03-02,2025-12-31,58,False,SECONDARY
LINK00030703,CUST00001756,DEV00016390,2025-10-12,2025-12-31,77,False,SECONDARY
LINK00030704,CUST00022412,DEV00027813,2023-12-06,2025-12-31,23,False,SECONDARY
LINK00030705,CUST00018569,DEV00016017,2024-12-17,2025-12-31,19,False,SECONDARY
LINK00030706,CUST00026637,DEV00026463,2025-03-19,2025-12-31,87,False,SECONDARY
LINK00030707,CUST00004973,DEV00007761,2025-06-03,2025-12-31,8,False,SECONDARY
LINK00030708,CUST00028181,DEV00014629,2025-09-03,2025-12-31,96,False,SECONDARY
LINK00030709,CUST00025354,DEV00015754,2025-08-05,2025-12-31,22,False,SECONDARY
LINK00030710,CUST00017913,DEV00006024,2025-12-09,2025-12-31,60,False,SECONDARY
LINK00030711,CUST00003881,DEV00008895,2024-06-21,2025-12-31,56,False,SECONDARY
LINK00030712,CUST00017753,DEV00015324,2025-02-15,2025-12-31,64,False,SECONDARY
LINK00030713,CUST00002674,DEV00019160,2023-08-21,2025-12-31,24,False,SECONDARY
LINK00030714,CUST00005712,DEV00024345,2025-11-07,2025-12-31,16,False,SECONDARY
LINK00030715,CUST00029805,DEV00008635,2025-06-28,2025-12-31,74,False,SECONDARY
LINK00030716,CUST00028967,DEV00013787,2024-03-28,2025-12-31,36,False,SECONDARY
LINK00030717,CUST00012064,DEV00012764,2025-07-21,2025-12-31,51,False,SECONDARY
LINK00030718,CUST00026257,DEV00020548,2025-12-16,2025-12-31,52,False,SECONDARY
LINK00030719,CUST00004183,DEV00017374,2025-03-17,2025-12-31,15,False,SECONDARY
LINK00030720,CUST00028374,DEV00018342,2025-08-12,2025-12-31,63,False,SECONDARY
LINK00030721,CUST00026659,DEV00018465,2025-06-15,2025-12-31,20,False,SECONDARY
LINK00030722,CUST00010495,DEV00002722,2025-11-11,2025-12-31,81,False,SECONDARY
LINK00030723,CUST00010574,DEV00010049,2025-11-07,2025-12-31,41,False,SECONDARY
LINK00030724,CUST00008989,DEV00011091,2025-04-16,2025-12-31,83,False,SECONDARY
LINK00030725,CUST00008585,DEV00020802,2024-10-15,2025-12-31,20,False,SECONDARY
LINK00030726,CUST00010837,DEV00009506,2023-03-01,2025-12-31,86,False,SECONDARY
LINK00030727,CUST00024139,DEV00001741,2025-07-21,2025-12-31,54,False,SECONDARY
LINK00030728,CUST00026452,DEV00021588,2024-03-21,2025-12-31,17,False,SECONDARY
LINK00030729,CUST00000689,DEV00004707,2025-11-10,2025-12-31,19,False,SECONDARY
LINK00030730,CUST00013427,DEV00002593,2025-09-21,2025-12-31,12,False,SECONDARY
LINK00030731,CUST00020869,DEV00018690,2025-12-14,2025-12-31,80,False,SECONDARY
LINK00030732,CUST00001865,DEV00019405,2024-11-27,2025-12-31,45,False,SECONDARY
LINK00030733,CUST00012313,DEV00026428,2025-10-01,2025-12-31,99,False,SECONDARY
LINK00030734,CUST00028236,DEV00006849,2025-10-06,2025-12-31,37,False,SECONDARY
LINK00030735,CUST00006876,DEV00002977,2025-02-03,2025-12-31,40,False,SECONDARY
LINK00030736,CUST00006390,DEV00000911,2024-09-21,2025-12-31,93,False,SECONDARY
LINK00030737,CUST00000837,DEV00000623,2025-03-12,2025-12-31,16,False,SECONDARY
LINK00030738,CUST00011005,DEV00022009,2025-12-15,2025-12-31,75,False,SECONDARY
LINK00030739,CUST00027070,DEV00004254,2025-11-22,2025-12-31,39,False,SECONDARY
LINK00030740,CUST00013199,DEV00013768,2025-11-10,2025-12-31,48,False,SECONDARY
LINK00030741,CUST00004320,DEV00002363,2025-08-30,2025-12-31,64,False,SECONDARY
LINK00030742,CUST00015314,DEV00023281,2025-10-27,2025-12-31,64,False,SECONDARY
LINK00030743,CUST00012991,DEV00017526,2025-04-23,2025-12-31,72,False,SECONDARY
LINK00030744,CUST00010175,DEV00008153,2025-12-27,2025-12-31,68,False,SECONDARY
LINK00030745,CUST00003635,DEV00007266,2023-02-18,2025-12-31,33,False,SECONDARY
LINK00030746,CUST00021926,DEV00022457,2025-11-01,2025-12-31,77,False,SECONDARY
LINK00030747,CUST00011178,DEV00023665,2024-01-20,2025-12-31,85,False,SECONDARY
LINK00030748,CUST00018366,DEV00018940,2025-12-20,2025-12-31,69,False,SECONDARY
LINK00030749,CUST00024194,DEV00027962,2025-10-13,2025-12-31,36,False,SECONDARY
LINK00030750,CUST00009404,DEV00001233,2025-08-15,2025-12-31,37,False,SECONDARY
LINK00030751,CUST00006296,DEV00009630,2025-12-11,2025-12-31,33,False,SECONDARY
LINK00030752,CUST00009990,DEV00011549,2024-06-24,2025-12-31,61,False,SECONDARY
LINK00030753,CUST00006711,DEV00016972,2025-11-06,2025-12-31,95,False,SECONDARY
LINK00030754,CUST00006855,DEV00018015,2024-02-05,2025-12-31,55,False,SECONDARY
LINK00030755,CUST00023756,DEV00025012,2025-08-03,2025-12-31,55,False,SECONDARY
LINK00030756,CUST00008162,DEV00001217,2025-11-24,2025-12-31,97,False,SECONDARY
LINK00030757,CUST00025396,DEV00018357,2025-06-09,2025-12-31,21,False,SECONDARY
LINK00030758,CUST00006644,DEV00018261,2025-08-25,2025-12-31,34,False,SECONDARY
LINK00030759,CUST00029020,DEV00008081,2025-08-11,2025-12-31,79,False,SECONDARY
LINK00030760,CUST00024088,DEV00022209,2025-12-20,2025-12-31,58,False,SECONDARY
LINK00030761,CUST00016587,DEV00019333,2025-08-17,2025-12-31,58,False,SECONDARY
LINK00030762,CUST00004499,DEV00019579,2025-03-22,2025-12-31,23,False,SECONDARY
LINK00030763,CUST00014423,DEV00024287,2025-08-10,2025-12-31,93,False,SECONDARY
LINK00030764,CUST00011676,DEV00020411,2025-05-02,2025-12-31,11,False,SECONDARY
LINK00030765,CUST00007670,DEV00008574,2024-11-13,2025-12-31,28,False,SECONDARY
LINK00030766,CUST00003164,DEV00006075,2025-10-23,2025-12-31,47,False,SECONDARY
LINK00030767,CUST00016679,DEV00020648,2025-10-21,2025-12-31,15,False,SECONDARY
LINK00030768,CUST00028520,DEV00026661,2025-05-05,2025-12-31,99,False,SECONDARY
LINK00030769,CUST00013817,DEV00027440,2023-03-09,2025-12-31,91,False,SECONDARY
LINK00030770,CUST00008717,DEV00018509,2024-10-03,2025-12-31,42,False,SECONDARY
LINK00030771,CUST00028512,DEV00023542,2025-03-18,2025-12-31,95,False,SECONDARY
LINK00030772,CUST00020863,DEV00022065,2025-11-09,2025-12-31,23,False,SECONDARY
LINK00030773,CUST00006405,DEV00005109,2025-03-14,2025-12-31,29,False,SECONDARY
LINK00030774,CUST00011032,DEV00022308,2025-09-20,2025-12-31,81,False,SECONDARY
LINK00030775,CUST00022785,DEV00027800,2022-02-19,2025-12-31,24,False,SECONDARY
LINK00030776,CUST00001825,DEV00008544,2025-10-09,2025-12-31,32,False,SECONDARY
LINK00030777,CUST00002826,DEV00012855,2025-01-26,2025-12-31,62,False,SECONDARY
LINK00030778,CUST00017603,DEV00000336,2025-01-19,2025-12-31,49,False,SECONDARY
LINK00030779,CUST00022800,DEV00000674,2025-02-23,2025-12-31,60,False,SECONDARY
LINK00030780,CUST00009486,DEV00004655,2025-11-14,2025-12-31,88,False,SECONDARY
LINK00030781,CUST00018840,DEV00027595,2025-12-26,2025-12-31,63,False,SECONDARY
LINK00030782,CUST00000767,DEV00010060,2025-12-22,2025-12-31,79,False,SECONDARY
LINK00030783,CUST00022960,DEV00000659,2024-12-22,2025-12-31,39,False,SECONDARY
LINK00030784,CUST00013193,DEV00020239,2025-11-11,2025-12-31,95,False,SECONDARY
LINK00030785,CUST00018428,DEV00005244,2025-10-06,2025-12-31,51,False,SECONDARY
LINK00030786,CUST00026406,DEV00010225,2024-11-12,2025-12-31,17,False,SECONDARY
LINK00030787,CUST00019632,DEV00009336,2025-08-11,2025-12-31,28,False,SECONDARY
LINK00030788,CUST00017265,DEV00020972,2025-09-23,2025-12-31,46,False,SECONDARY
LINK00030789,CUST00029203,DEV00006899,2025-05-28,2025-12-31,97,False,SECONDARY
LINK00030790,CUST00012846,DEV00006410,2025-06-29,2025-12-31,70,False,SECONDARY
LINK00030791,CUST00022153,DEV00010602,2025-01-29,2025-12-31,62,False,SECONDARY
LINK00030792,CUST00005574,DEV00012206,2025-05-10,2025-12-31,9,False,SECONDARY
LINK00030793,CUST00025489,DEV00018314,2025-12-13,2025-12-31,89,False,SECONDARY
LINK00030794,CUST00007556,DEV00013070,2024-12-27,2025-12-31,56,False,SECONDARY
LINK00030795,CUST00004107,DEV00021318,2025-09-21,2025-12-31,37,False,SECONDARY
LINK00030796,CUST00007660,DEV00027370,2024-08-05,2025-12-31,97,False,SECONDARY
LINK00030797,CUST00013664,DEV00010383,2025-12-27,2025-12-31,59,False,SECONDARY
LINK00030798,CUST00019345,DEV00010446,2025-05-19,2025-12-31,33,False,SECONDARY
LINK00030799,CUST00010254,DEV00027458,2025-06-18,2025-12-31,46,False,SECONDARY
LINK00030800,CUST00003460,DEV00012725,2025-02-19,2025-12-31,53,False,SECONDARY
LINK00030801,CUST00023142,DEV00000599,2025-09-09,2025-12-31,43,False,SECONDARY
LINK00030802,CUST00007874,DEV00024430,2024-12-01,2025-12-31,97,False,SECONDARY
LINK00030803,CUST00006083,DEV00017619,2024-08-15,2025-12-31,55,False,SECONDARY
LINK00030804,CUST00029376,DEV00000790,2025-11-05,2025-12-31,73,False,SECONDARY
LINK00030805,CUST00027401,DEV00020837,2025-08-10,2025-12-31,18,False,SECONDARY
LINK00030806,CUST00002763,DEV00006549,2025-04-25,2025-12-31,97,False,SECONDARY
LINK00030807,CUST00002061,DEV00022316,2024-08-10,2025-12-31,12,False,SECONDARY
LINK00030808,CUST00027727,DEV00010512,2025-12-04,2025-12-31,86,False,SECONDARY
LINK00030809,CUST00011724,DEV00015284,2025-07-01,2025-12-31,90,False,SECONDARY
LINK00030810,CUST00002190,DEV00001361,2025-11-04,2025-12-31,11,False,SECONDARY
LINK00030811,CUST00012955,DEV00024796,2025-10-06,2025-12-31,5,False,SECONDARY
LINK00030812,CUST00006596,DEV00019546,2025-06-15,2025-12-31,42,False,SECONDARY
LINK00030813,CUST00004274,DEV00007554,2025-09-16,2025-12-31,70,False,SECONDARY
LINK00030814,CUST00014273,DEV00027201,2024-10-09,2025-12-31,40,False,SECONDARY
LINK00030815,CUST00027406,DEV00017215,2025-10-10,2025-12-31,31,False,SECONDARY
LINK00030816,CUST00016384,DEV00024060,2025-03-07,2025-12-31,59,False,SECONDARY
LINK00030817,CUST00008831,DEV00018047,2025-12-26,2025-12-31,90,False,SECONDARY
LINK00030818,CUST00028560,DEV00001913,2025-06-08,2025-12-31,70,False,SECONDARY
LINK00030819,CUST00022265,DEV00018760,2025-06-29,2025-12-31,45,False,SECONDARY
LINK00030820,CUST00004204,DEV00014103,2025-09-18,2025-12-31,66,False,SECONDARY
LINK00030821,CUST00023950,DEV00004082,2024-07-13,2025-12-31,30,False,SECONDARY
LINK00030822,CUST00011846,DEV00013730,2022-08-23,2025-12-31,55,False,SECONDARY
LINK00030823,CUST00001438,DEV00017718,2025-12-13,2025-12-31,37,False,SECONDARY
LINK00030824,CUST00007879,DEV00021164,2024-11-05,2025-12-31,86,False,SECONDARY
LINK00030825,CUST00029183,DEV00005649,2025-12-05,2025-12-31,61,False,SECONDARY
LINK00030826,CUST00022564,DEV00001994,2023-09-15,2025-12-31,57,False,SECONDARY
LINK00030827,CUST00013737,DEV00021072,2025-05-28,2025-12-31,5,False,SECONDARY
LINK00030828,CUST00016965,DEV00004602,2025-09-17,2025-12-31,45,False,SECONDARY
LINK00030829,CUST00005460,DEV00024905,2024-01-22,2025-12-31,41,False,SECONDARY
LINK00030830,CUST00011831,DEV00010945,2022-11-09,2025-12-31,63,False,SECONDARY
LINK00030831,CUST00005707,DEV00026598,2023-10-23,2025-12-31,28,False,SECONDARY
LINK00030832,CUST00018143,DEV00005836,2024-12-02,2025-12-31,91,False,SECONDARY
LINK00030833,CUST00007196,DEV00010647,2025-11-27,2025-12-31,66,False,SECONDARY
LINK00030834,CUST00024995,DEV00014806,2025-09-25,2025-12-31,99,False,SECONDARY
LINK00030835,CUST00027241,DEV00026505,2024-12-20,2025-12-31,10,False,SECONDARY
LINK00030836,CUST00004025,DEV00009353,2024-01-08,2025-12-31,31,False,SECONDARY
LINK00030837,CUST00021222,DEV00026574,2025-11-03,2025-12-31,70,False,SECONDARY
LINK00030838,CUST00014653,DEV00006142,2024-07-02,2025-12-31,96,False,SECONDARY
LINK00030839,CUST00008853,DEV00013255,2025-09-19,2025-12-31,8,False,SECONDARY
LINK00030840,CUST00014240,DEV00014828,2024-11-30,2025-12-31,33,False,SECONDARY
LINK00030841,CUST00017391,DEV00000159,2024-11-17,2025-12-31,33,False,SECONDARY
LINK00030842,CUST00000934,DEV00023635,2025-10-17,2025-12-31,33,False,SECONDARY
LINK00030843,CUST00024183,DEV00017822,2024-11-14,2025-12-31,9,False,SECONDARY
LINK00030844,CUST00014247,DEV00007790,2025-08-09,2025-12-31,87,False,SECONDARY
LINK00030845,CUST00009877,DEV00008041,2024-12-22,2025-12-31,79,False,SECONDARY
LINK00030846,CUST00027875,DEV00026546,2023-09-06,2025-12-31,71,False,SECONDARY
LINK00030847,CUST00026096,DEV00007890,2025-05-21,2025-12-31,30,False,SECONDARY
LINK00030848,CUST00028235,DEV00023733,2025-09-12,2025-12-31,25,False,SECONDARY
LINK00030849,CUST00026718,DEV00013255,2025-04-29,2025-12-31,62,False,SECONDARY
LINK00030850,CUST00028145,DEV00013883,2025-04-20,2025-12-31,81,False,SECONDARY
LINK00030851,CUST00008429,DEV00024291,2025-08-18,2025-12-31,15,False,SECONDARY
LINK00030852,CUST00024511,DEV00011659,2025-03-26,2025-12-31,37,False,SECONDARY
LINK00030853,CUST00005368,DEV00013260,2025-07-03,2025-12-31,35,False,SECONDARY
LINK00030854,CUST00014400,DEV00018588,2025-05-05,2025-12-31,18,False,SECONDARY
LINK00030855,CUST00001609,DEV00013582,2025-10-15,2025-12-31,99,False,SECONDARY
LINK00030856,CUST00005630,DEV00006032,2024-08-11,2025-12-31,33,False,SECONDARY
LINK00030857,CUST00010252,DEV00021608,2024-08-08,2025-12-31,67,False,SECONDARY
LINK00030858,CUST00000044,DEV00010343,2025-11-12,2025-12-31,37,False,SECONDARY
LINK00030859,CUST00023781,DEV00011757,2023-07-06,2025-12-31,36,False,SECONDARY
LINK00030860,CUST00028830,DEV00016336,2025-02-18,2025-12-31,49,False,SECONDARY
LINK00030861,CUST00004424,DEV00007466,2025-09-27,2025-12-31,10,False,SECONDARY
LINK00030862,CUST00001247,DEV00005136,2024-12-11,2025-12-31,67,False,SECONDARY
LINK00030863,CUST00008337,DEV00020971,2024-10-16,2025-12-31,36,False,SECONDARY
LINK00030864,CUST00021643,DEV00016206,2025-02-16,2025-12-31,96,False,SECONDARY
LINK00030865,CUST00005795,DEV00018350,2025-10-31,2025-12-31,58,False,SECONDARY
LINK00030866,CUST00017350,DEV00007349,2025-05-09,2025-12-31,18,False,SECONDARY
LINK00030867,CUST00021702,DEV00008109,2025-12-12,2025-12-31,74,False,SECONDARY
LINK00030868,CUST00010308,DEV00013528,2025-05-02,2025-12-31,91,False,SECONDARY
LINK00030869,CUST00000888,DEV00018237,2025-12-18,2025-12-31,73,False,SECONDARY
LINK00030870,CUST00020148,DEV00023129,2024-01-20,2025-12-31,60,False,SECONDARY
LINK00030871,CUST00002671,DEV00001974,2025-09-11,2025-12-31,76,False,SECONDARY
LINK00030872,CUST00013399,DEV00003636,2023-09-08,2025-12-31,46,False,SECONDARY
LINK00030873,CUST00007784,DEV00012965,2025-05-11,2025-12-31,83,False,SECONDARY
LINK00030874,CUST00016651,DEV00007627,2024-08-18,2025-12-31,55,False,SECONDARY
LINK00030875,CUST00028349,DEV00005542,2025-12-25,2025-12-31,22,False,SECONDARY
LINK00030876,CUST00013671,DEV00018896,2025-01-27,2025-12-31,96,False,SECONDARY
LINK00030877,CUST00025667,DEV00003083,2025-03-04,2025-12-31,76,False,SECONDARY
LINK00030878,CUST00026554,DEV00000089,2025-07-10,2025-12-31,61,False,SECONDARY
LINK00030879,CUST00004617,DEV00013826,2025-02-08,2025-12-31,97,False,SECONDARY
LINK00030880,CUST00009461,DEV00019856,2025-03-08,2025-12-31,12,False,SECONDARY
LINK00030881,CUST00013799,DEV00005814,2025-01-04,2025-12-31,98,False,SECONDARY
LINK00030882,CUST00029426,DEV00017551,2022-10-31,2025-12-31,14,False,SECONDARY
LINK00030883,CUST00005332,DEV00000411,2025-05-28,2025-12-31,75,False,SECONDARY
LINK00030884,CUST00015782,DEV00008547,2025-10-03,2025-12-31,86,False,SECONDARY
LINK00030885,CUST00008795,DEV00008754,2025-07-30,2025-12-31,11,False,SECONDARY
LINK00030886,CUST00025297,DEV00009460,2025-04-11,2025-12-31,16,False,SECONDARY
LINK00030887,CUST00029080,DEV00025490,2024-12-01,2025-12-31,8,False,SECONDARY
LINK00030888,CUST00017430,DEV00003056,2025-09-04,2025-12-31,43,False,SECONDARY
LINK00030889,CUST00008954,DEV00027405,2025-01-25,2025-12-31,12,False,SECONDARY
LINK00030890,CUST00018462,DEV00001136,2025-10-15,2025-12-31,47,False,SECONDARY
LINK00030891,CUST00014806,DEV00008387,2025-05-27,2025-12-31,10,False,SECONDARY
LINK00030892,CUST00000692,DEV00001422,2025-08-19,2025-12-31,68,False,SECONDARY
LINK00030893,CUST00028684,DEV00021244,2025-10-30,2025-12-31,21,False,SECONDARY
LINK00030894,CUST00014953,DEV00021359,2025-08-13,2025-12-31,76,False,SECONDARY
LINK00030895,CUST00017524,DEV00020215,2023-03-07,2025-12-31,91,False,SECONDARY
LINK00030896,CUST00013076,DEV00023635,2025-12-08,2025-12-31,8,False,SECONDARY
LINK00030897,CUST00004620,DEV00009019,2025-12-26,2025-12-31,62,False,SECONDARY
LINK00030898,CUST00001496,DEV00001813,2025-06-06,2025-12-31,98,False,SECONDARY
LINK00030899,CUST00024502,DEV00009165,2025-08-23,2025-12-31,38,False,SECONDARY
LINK00030900,CUST00023260,DEV00006820,2025-11-25,2025-12-31,81,False,SECONDARY
LINK00030901,CUST00024950,DEV00012280,2025-03-29,2025-12-31,14,False,SECONDARY
LINK00030902,CUST00004366,DEV00002965,2025-12-10,2025-12-31,25,False,SECONDARY
LINK00030903,CUST00021088,DEV00023245,2025-08-18,2025-12-31,15,False,SECONDARY
LINK00030904,CUST00022343,DEV00005478,2025-09-29,2025-12-31,44,False,SECONDARY
LINK00030905,CUST00015127,DEV00003434,2025-09-22,2025-12-31,87,False,SECONDARY
LINK00030906,CUST00012166,DEV00015717,2025-10-09,2025-12-31,6,False,SECONDARY
LINK00030907,CUST00008849,DEV00026873,2025-04-03,2025-12-31,56,False,SECONDARY
LINK00030908,CUST00015259,DEV00012586,2025-11-15,2025-12-31,18,False,SECONDARY
LINK00030909,CUST00008031,DEV00019918,2025-05-31,2025-12-31,46,False,SECONDARY
LINK00030910,CUST00012073,DEV00027179,2025-09-04,2025-12-31,21,False,SECONDARY
LINK00030911,CUST00008570,DEV00013625,2025-05-29,2025-12-31,42,False,SECONDARY
LINK00030912,CUST00024133,DEV00021553,2024-09-22,2025-12-31,22,False,SECONDARY
LINK00030913,CUST00013658,DEV00000301,2025-07-10,2025-12-31,76,False,SECONDARY
LINK00030914,CUST00011231,DEV00015535,2025-10-28,2025-12-31,54,False,SECONDARY
LINK00030915,CUST00026737,DEV00024786,2024-05-10,2025-12-31,72,False,SECONDARY
LINK00030916,CUST00026928,DEV00014673,2025-09-04,2025-12-31,87,False,SECONDARY
LINK00030917,CUST00002989,DEV00026489,2023-02-20,2025-12-31,93,False,SECONDARY
LINK00030918,CUST00019523,DEV00016287,2025-02-24,2025-12-31,80,False,SECONDARY
LINK00030919,CUST00023817,DEV00008202,2023-02-18,2025-12-31,79,False,SECONDARY
LINK00030920,CUST00016859,DEV00026176,2025-08-17,2025-12-31,43,False,SECONDARY
LINK00030921,CUST00014858,DEV00008025,2025-06-02,2025-12-31,24,False,SECONDARY
LINK00030922,CUST00014313,DEV00005578,2025-09-25,2025-12-31,17,False,SECONDARY
LINK00030923,CUST00015496,DEV00024641,2023-07-01,2025-12-31,10,False,SECONDARY
